-0.01872,-0.0021601,0.0003769
-0.016313,0.0021208,0.00093948
-0.01415,0.00013701,-0.0033916
-0.017315,-0.0015619,-0.0017439
-0.014132,0.00057012,-0.0027169
-0.016691,0.0012774,-0.00057333
-0.017089,0.00051625,0.0010475
-0.015143,-0.0017033,-0.0026196
-0.01588,-0.0045268,-0.00092769
-0.016923,-0.0054543,-0.00089958
-0.013968,0.0010856,-0.0021121
-0.016769,0.0020305,-0.0028254
-0.014579,0.0017361,-0.00051472
-0.0078578,-0.00026217,-0.0041665
-0.01343,-0.00018702,-0.0033937
-0.01624,-0.00052734,0.00034265
-0.015818,-6.5353e-05,-0.001891
-0.014214,0.0014997,0.0010245
-0.017389,-0.00047897,-0.0010171
-0.013248,0.0037875,-0.0018799
