-0.01095,0.0052913,-0.0048204
-1.658e-05,0.013106,0.0022574
-0.0099796,0.0042042,-0.0022657
-0.0025468,0.0036653,-0.00086027
-0.0038347,0.0096095,-0.00042349
-0.0086598,0.0067672,0.0032144
0.0040416,0.0093663,0.0058711
-0.011589,0.0014723,-0.0002946
0.0038227,0.0048529,0.0092753
0.026421,0.0060294,0.025447
-0.0066141,0.0058155,-0.0025709
-0.0091643,0.0033851,-0.002897
0.012694,0.018535,0.007724
0.0016349,0.010853,-0.012179
0.0012528,0.0088548,-0.0033848
-0.0038062,0.0081101,0.0028983
-0.00080737,0.0067471,0.0016806
-0.0063149,0.0051515,0.0024686
-0.0052539,0.0065146,0.0087032
0.0068139,0.011996,-0.0036308
