0.0007,0.127878,2.88784
0.000753296,0.129801,2.81768
0.00081065,0.131913,2.74604
0.000872371,0.134239,2.67274
0.000938791,0.136806,2.5976
0.00101027,0.13964,2.52048
0.00108719,0.136092,2.50789
0.00116996,0.139465,2.42867
0.00125904,0.13252,2.41333
0.0013549,0.136601,2.33055
0.00145806,0.141144,2.2449
0.00156907,0.152646,2.07205
0.00168854,0.157911,1.98634
0.0018171,0.162751,1.9083
0.00195545,0.169237,1.81712
0.00210433,0.176534,1.72182
0.00226455,0.184807,1.62141
0.00243696,0.188259,1.56941
0.00262251,0.199345,1.45324
0.00282218,0.199384,1.40893
0.00303705,0.212232,1.29267
0.00326828,0.228017,1.16008
0.00351712,0.246743,1.01349
0.00378491,0.262921,0.89582
0.00407308,0.277768,0.79555
0.00438319,0.293093,0.699421
0.00471692,0.307009,0.618067
0.00507605,0.318197,0.557451
0.00546253,0.330054,0.497775
0.00587843,0.342782,0.438242
0.006326,0.356341,0.379308
0.00680764,0.370645,0.321532
0.00732596,0.380812,0.28306
0.00788374,0.386673,0.262618
0.00848398,0.392804,0.242747
0.00912993,0.399194,0.2235
0.00982506,0.405823,0.204945
0.0105731,0.412665,0.18715
0.0113781,0.419685,0.170182
0.0122444,0.426845,0.154099
0.0131767,0.434101,0.138954
0.0141799,0.441406,0.124784
0.0152595,0.448712,0.111615
0.0164214,0.455971,0.0994564
0.0176716,0.463136,0.0883032
0.0190171,0.470164,0.0781362
0.020465,0.477017,0.0689236
0.0220232,0.483662,0.0606227
0.0237,0.490072,0.0531824
0.0255044,0.496224,0.0465457
0.0274462,0.502103,0.0406518
0.0295359,0.5077,0.0354383
0.0317847,0.513008,0.0308431
0.0342047,0.518028,0.0268056
0.036809,0.52276,0.0232679
0.0396115,0.527211,0.0201758
0.0426274,0.53139,0.0174787
0.045873,0.535304,0.0151306
0.0493656,0.538966,0.0130894
0.0531242,0.542387,0.0113175
0.0571689,0.545579,0.00978096
0.0615216,0.548555,0.00844992
0.0662057,0.551327,0.00729779
0.0712464,0.553907,0.00630119
0.0766709,0.556308,0.00543961
0.0825084,0.55854,0.0046951
0.0887904,0.560615,0.004052
0.0955507,0.562544,0.00349667
0.102826,0.564335,0.00301724
0.110655,0.565999,0.00260343
0.119079,0.567545,0.0022463
0.128146,0.56898,0.00193813
0.137903,0.570312,0.00167222
0.148402,0.571549,0.00144281
0.159701,0.572698,0.00124488
0.17186,0.573764,0.00107412
0.184945,0.574755,0.000926806
0.199026,0.575674,0.000799714
0.21418,0.576527,0.000690068
0.230487,0.57732,0.000595472
0.248035,0.578055,0.000513859
0.26692,0.578738,0.000443444
0.287243,0.579372,0.00038269
0.309113,0.579961,0.000330269
0.332648,0.580508,0.000285038
0.357975,0.581016,0.000246008
0.38523,0.581487,0.000212328
0.41456,0.581925,0.000183264
0.446124,0.582332,0.000158182
0.48009,0.582709,0.000136537
0.516643,0.58306,0.000117856
0.555979,0.583386,0.000101734
0.59831,0.583688,8.78187e-05
0.643864,0.583969,7.58085e-05
0.692886,0.58423,6.54421e-05
0.74564,0.584473,5.64943e-05
0.802411,0.584698,4.87707e-05
0.863505,0.584907,4.21038e-05
0.929249,0.585102,3.63488e-05
1,0.585282,3.13808e-05
