0,0.0484928
0.09375,0.033538
0.15625,0.0317466
0.21875,0.0144097
0.359375,0.00497153
0.5,0.00473359
0.625,0.00471073
0.75,0.0047053
0.84375,0.00470367
0.953125,0.00470315
1.04688,0.00470298
1.10938,0.00470292
1.21875,0.0047029
1.28125,0.00470289
1.375,0.00470289
1.46875,0.00470289
1.53125,0.00470289
1.5625,0.00470289
1.65625,0.00470289
1.70313,0.00470289
1.76563,0.00470289
1.82813,0.00470289
1.89063,0.00470289
1.92188,0.00470289
1.98438,0.00470289
2.04688,0.00470289
2.09375,0.00470289
2.15625,0.00470289
2.21875,0.00470289
2.28125,0.00470289
2.32813,0.00470289
2.35938,0.00470289
2.42188,0.00470289
2.46875,0.00470289
2.53125,0.00470289
2.59375,0.00470289
2.65625,0.00470289
2.6875,0.00470289
2.75,0.00470289
2.8125,0.00470289
2.875,0.00470289
2.9375,0.00470289
2.96875,0.00470289
3.03125,0.00470289
3.09375,0.00470289
3.125,0.00470289
3.21875,0.00470289
3.28125,0.00470289
3.3125,0.00470289
3.39063,0.00470289
3.5625,0.00470289
3.64063,0.00470289
3.70313,0.00470289
3.76563,0.00470289
3.79688,0.00470289
3.82813,0.00470289
3.90625,0.00470289
3.98438,0.00470289
4.03125,0.00470289
4.09375,0.00470289
4.17188,0.00470289
4.1875,0.00470289
4.26563,0.00470289
4.29688,0.00470289
4.35938,0.00470289
4.42188,0.00470289
4.45313,0.00470289
4.5,0.00470289
4.57813,0.00470289
4.625,0.00470289
4.6875,0.00470289
4.75,0.00470289
4.8125,0.00470289
4.85938,0.00470289
4.92188,0.00470289
4.98438,0.00470289
5.0625,0.00470289
5.125,0.00470289
5.17188,0.00470289
5.23438,0.00470289
5.29688,0.00470289
5.32813,0.00470289
5.39063,0.00470289
5.42188,0.00470289
5.48438,0.00470289
5.51563,0.00470289
5.57813,0.00470289
5.64063,0.00470289
5.67188,0.00470289
5.73438,0.00470289
5.78125,0.00470289
5.84375,0.00470289
5.90625,0.00470289
5.96875,0.00470289
6.03125,0.00470289
6.0625,0.00470289
6.125,0.00470289
6.15625,0.00470289
6.21875,0.00470289
6.29688,0.00470289
6.35938,0.00470289
