0.094372,0.590919
0.00161811,0.240131
0.00663305,0.392918
0.00329401,0.294089
0.00117462,0.220845
0.00564648,0.364788
0.0419124,0.584735
0.00879179,0.45843
0.00171113,0.243271
0.0115646,0.544776
0.0199565,0.57191
0.0010869,0.215938
0.0594884,0.588058
0.00242151,0.266266
0.00131015,0.227885
0.00128259,0.226511
0.0761317,0.589758
0.00325494,0.292836
0.00232026,0.263049
0.00965588,0.486409
0.00262904,0.272853
0.00844891,0.447584
0.00338604,0.297038
0.0071139,0.406956
0.00120902,0.222702
0.00580114,0.369164
0.0251982,0.577058
0.0140412,0.561296
0.028763,0.579469
0.0156014,0.564951
0.0285191,0.579323
0.0178515,0.568979
0.00116696,0.220426
0.00643852,0.387313
0.00333935,0.295542
0.0430114,0.585026
0.00946536,0.480173
0.068706,0.589104
0.00149971,0.236063
0.0181148,0.569384
0.00698925,0.40329
0.0477602,0.586121
0.0773768,0.589855
0.0247393,0.576696
0.00322759,0.291959
0.00356295,0.302699
0.00146114,0.234676
0.00200993,0.253107
0.014886,0.563394
0.00238388,0.265071
0.00296534,0.283564
0.0041381,0.320792
0.0221597,0.574376
0.0257971,0.577511
0.0862505,0.590464
0.00652596,0.389827
0.0166017,0.566882
0.00114082,0.21898
0.0203319,0.572368
0.00217699,0.258481
0.00881951,0.459314
0.01645,0.566605
0.00155983,0.238142
0.0766536,0.589799
0.0705808,0.589283
0.0515366,0.586844
0.0391686,0.583937
0.00112972,0.21836
0.00197714,0.252044
0.00914193,0.469666
0.0010838,0.215761
0.00118428,0.221372
0.00103602,0.213026
0.00163702,0.240773
0.0281076,0.579073
0.00438869,0.32843
0.0631976,0.588517
0.0238323,0.575939
0.0198155,0.571733
0.00124937,0.224818
0.0109337,0.527887
0.0237913,0.575903
0.00101285,0.211695
0.0116622,0.54672
0.00230467,0.262553
0.0817056,0.590169
0.0339819,0.582063
0.00362657,0.304728
0.00408327,0.319098
0.0365758,0.583069
0.010601,0.517395
0.00141948,0.232995
0.0465886,0.585872
0.0187809,0.570355
0.0164937,0.566685
0.00225404,0.26094
0.0100245,0.498533
0.0117061,0.54752
0.031816,0.581093
0.00641125,0.38653
0.100337,0.591205
0.0717105,0.589386
0.00245619,0.267366
0.00555905,0.362314
0.00112705,0.21821
0.0460203,0.585747
0.00270006,0.275109
0.00207972,0.25536
0.0244768,0.576483
0.0798533,0.590039
0.00756298,0.420339
0.00474329,0.338953
0.0218766,0.574087
0.019573,0.571424
0.00103101,0.212738
0.00536539,0.356826
0.00756259,0.420327
0.00301633,0.285193
0.00396679,0.315475
0.00712196,0.407194
0.00107986,0.215537
0.00252007,0.269394
0.0212565,0.573427
0.00155362,0.237929
0.00575803,0.367944
0.00112462,0.218073
0.0369323,0.583196
0.0170671,0.5677
0.0083429,0.444264
0.00368582,0.306614
0.0213491,0.573528
0.00170241,0.242979
0.00574262,0.367508
0.00743228,0.416415
0.0661588,0.588845
0.0191536,0.570869
0.0100988,0.50098
0.0165086,0.566713
0.00943188,0.47908
0.0709039,0.589312
0.00321131,0.291437
0.0013475,0.2297
0.0621319,0.588391
0.0996934,0.591176
0.00737443,0.414686
0.00244326,0.266956
0.00322488,0.291872
0.00148644,0.235595
0.00500398,0.34651
