1,0.0214824,0.0185995,0.0169555,0.0160881,0.0156712
2,0.0186745,0.0170326,0.0161432,0.0156231,0.015256
3,0.0176187,0.0164696,0.0157947,0.0152724,0.0148153
4,0.0170697,0.0161571,0.0155341,0.0148955,0.0134012
5,0.0167271,0.0159388,0.0152838,0.0136666,0.0105062
6,0.0164876,0.0157612,0.0148708,0.0112168,0.00909647
7,0.0163063,0.0155979,0.0136998,0.00963968,0.00790378
8,0.0161604,0.0154166,0.0117875,0.00868886,0.00763455
9,0.0160368,0.0151255,0.0105616,0.00813843,0.00757995
10,0.0159272,0.0145058,0.010032,0.00786836,0.00756789
11,0.0158256,0.0134303,0.0096024,0.00772797,0.00756403
12,0.0157253,0.0122104,0.00919961,0.00765222,0.00756255
13,0.0156161,0.0112602,0.00889099,0.00761534,0.00756191
14,0.0154778,0.0106616,0.00870006,0.00759521,0.00756161
15,0.0152718,0.0102627,0.00858855,0.0075833,0.00756146
16,0.0149382,0.00991022,0.00849001,0.00757595,0.00756138
17,0.014428,0.00955062,0.00838555,0.00757129,0.00756134
18,0.0137707,0.00921459,0.00827468,0.00756823,0.00756132
19,0.0130683,0.00887898,0.00816157,0.00756619,0.00756131
20,0.012409,0.00854718,0.0080489,0.00756479,0.0075613
21,0.0118338,0.00822006,0.00793728,0.00756382,0.00756129
22,0.0113509,0.00791468,0.00782819,0.00756314,0.00756129
23,0.0109562,0.00766915,0.00772974,0.00756265,0.00756129
24,0.0106384,0.00747451,0.00765096,0.0075623,0.00756128
25,0.0103728,0.00731789,0.00758882,0.00756205,0.00756128
26,0.0101317,0.00719949,0.00753628,0.00756186,0.00756128
27,0.00990023,0.00711285,0.00748965,0.00756173,0.00756128
28,0.00968039,0.00704757,0.00744729,0.00756163,0.00756128
29,0.00947475,0.0069959,0.00740861,0.00756155,0.00756128
30,0.00927609,0.00695319,0.00737358,0.00756149,0.00756128
31,0.00907787,0.00691669,0.00734263,0.00756145,0.00756128
32,0.00887889,0.00688468,0.00731691,0.00756141,0.00756128
33,0.00867921,0.00685599,0.00729842,0.00756139,0.00756128
34,0.00847807,0.00682983,0.00728734,0.00756137,0.00756128
35,0.00827673,0.00680565,0.00728036,0.00756135,0.00756128
36,0.00808171,0.00678316,0.00727534,0.00756134,0.00756128
37,0.00790229,0.00676228,0.00727155,0.00756133,0.00756128
38,0.00774395,0.00674316,0.00726863,0.00756132,0.00756128
39,0.00760604,0.00672603,0.00726634,0.00756131,0.00756128
40,0.00748477,0.00671102,0.00726455,0.00756131,0.00756128
41,0.00737624,0.00669808,0.00726312,0.0075613,0.00756128
42,0.00727792,0.00668701,0.00726199,0.0075613,0.00756128
43,0.00718888,0.0066776,0.00726108,0.0075613,0.00756128
44,0.00710917,0.00666965,0.00726035,0.00756129,0.00756128
45,0.0070389,0.00666298,0.00725975,0.00756129,0.00756128
46,0.00697755,0.00665739,0.00725927,0.00756129,0.00756128
47,0.00692411,0.00665269,0.00725887,0.00756129,0.00756128
48,0.00687747,0.00664872,0.00725855,0.00756129,0.00756128
49,0.00683664,0.00664535,0.00725828,0.00756129,0.00756128
50,0.00680082,0.00664247,0.00725805,0.00756129,0.00756128
